"date","CDU/CSU","SPD","Die Linke/PDS","AfD","Bündnis 90/Die Grünen","FDP"
1998-06-15,34.8,43.1,5.2,NA,6.7,5.5
1998-06-08,36,43.3,4.7,NA,5.7,5
1998-06-01,36.5,44,4.5,NA,5.5,5
1998-05-25,36.3,43,5,NA,6,4.3
1998-05-18,33.8,44.1,5.4,NA,6.5,5.3
1998-05-11,34,44.3,5,NA,5.7,5.7
1998-05-04,34,45,4.3,NA,6,5.7
1998-04-27,34.1,44.4,4.7,NA,6.8,5.6
1998-04-20,35.5,43,4.5,NA,6.5,5.2
1998-04-13,35,43,4,NA,6.5,5.5
1998-04-06,34.5,43.8,5,NA,6.2,5
1998-03-23,32.1,42.7,5.4,NA,10.2,5.8
1998-03-16,36,41,4,NA,9,5
1998-02-16,37,39,4,NA,10,6
1998-01-19,37,38,4,NA,10,6
1994-10-17,41.5,36.4,4.4,NA,7.3,6.9
